1,600,480,390,330,273,210,150,120,90,59,31,16
450,36.6156,30.3964,26.9894,24.7936,22.7402,24.4618,29.4244,37.3175,37.008,31.284,36.9536,30.5045
460,39.3536,32.4367,29.8763,26.5099,27.8937,31.5841,44.4563,52.021,51.4159,45.2901,53.5916,33.1782
470,41.2926,34.2697,31.2002,31.5344,35.0138,46.8459,72.48,75.1573,68.3987,60.6108,62.8376,34.0504
480,37.4301,35.8666,38.2779,41.2565,53.2709,72.5287,88.6012,84.5286,72.1534,61.1009,51.982,32.6046
490,47.2633,51.2539,59.7063,68.5642,82.7752,93.0048,91.8451,80.5475,68.4803,55.3993,45.9233,29.6908
500,69.8387,75.8919,84.0132,86.466,89.9548,87.04,74.421,68.3314,55.9271,47.0518,41.7489,28.9254
510,82.7785,84.1894,80.4457,74.203,71.5465,67.9514,60.5672,55.8185,50.2089,42.109,38.0726,26.6414
520,72.337,68.2725,65.2062,57.1873,56.8123,55.151,53.0342,52.2992,46.8852,39.317,36.9196,24.0327
530,57.2842,52.0079,50.7244,46.7858,47.1135,48.8068,50.1149,49.1435,44.6673,38.91,33.21,22.7742
540,44.0614,41.8974,42.8218,39.8326,40.4435,45.8115,48.0793,46.5545,44.2295,36.2071,31.2854,19.4902
550,38.9386,38.1786,37.7157,37.4936,40.0754,44.3261,45.9909,48.1782,43.6914,35.9983,29.8036,18.5992
560,33.2137,33.1308,34.7673,34.8562,38.4087,43.7305,47.3881,47.3443,42.3842,35.1302,27.8768,16.3929
570,30.6394,32.1034,35.1821,34.8707,39.3574,43.4639,48.5607,47.8805,40.8769,34.3873,26.7187,14.5765
580,29.8603,33.3688,35.3551,36.0283,40.2747,46.2656,48.1334,47.5274,43.2078,34.3848,25.9774,13.2265
590,28.9314,31.8094,35.4178,36.6134,40.6533,45.1922,50.8028,48.3622,40.9452,32.4285,23.3875,11.6122
600,28.5816,32.3223,36.8269,37.3608,40.8066,46.8648,50.4662,49.4024,40.9118,32.4977,22.1847,10.1552
610,28.6064,33.966,37.5938,39.7725,44.5459,49.8697,50.2608,48.2926,41.2187,31.7054,20.7291,9.1708
620,30.6111,35.2974,38.7848,41.5,44.506,50.6872,50.6138,48.3525,42.2428,31.419,19.2748,7.86963
630,32.26,35.1262,43.2209,43.0713,46.9599,52.8383,51.8737,47.7422,39.7769,30.937,18.6039,7.31061
640,33.5083,37.9579,43.1279,43.543,48.3421,52.3602,52.2817,47.5847,40.8033,29.7767,16.7518,6.19411
650,32.4403,39.4333,43.8782,44.4702,47.7538,50.9297,49.7746,45.838,37.4787,26.1098,15.5526,5.68621
660,35.117,39.0262,42.6292,43.8276,48.1058,50.4025,48.6705,42.7869,36.5541,26.7211,13.4196,4.40579
670,35.9053,38.6281,44.3755,43.1802,47.8569,50.2203,46.1966,42.7676,35.7017,24.149,12.3949,3.42462
680,31.6552,38.4179,43.3078,42.4353,46.3997,49.8525,44.9958,40.6351,32.8722,22.42,11.3239,2.74453
690,35.4121,39.0126,43.7117,42.9158,46.6834,48.02,43.9751,40.4684,31.6794,21.2735,10.971,2.68499
700,34.1591,39.3293,43.1233,42.2615,45.2846,43.9052,40.9659,37.7052,28.0487,19.3148,9.42055,2.32546
710,31.5562,36.3451,37.6268,39.8321,43.6255,42.9121,36.959,33.8292,27.6949,17.2912,7.88012,2.33278
720,30.6455,34.8558,36.8833,37.0563,40.1887,39.3772,35.3824,30.2457,24.9916,14.1089,7.47658,1.56581
730,29.892,32.6484,35.8163,34.6966,36.7896,35.2348,31.9823,29.4778,21.9874,14.6837,5.71375,1.57307
740,29.7812,32.4113,33.3384,34.9764,33.7262,35.318,30.4695,25.477,20.6987,14.2447,5.9629,1.35359
750,28.7558,31.6209,32.6917,29.8237,31.5404,33.0224,30.7221,24.2562,18.8607,12.4415,5.34279,1.3684
760,27.8786,30.5296,32.2844,30.4369,30.6857,31.3014,24.8206,23.2283,18.6279,11.4136,4.53299,1.11078
770,24.5252,28.5037,29.795,29.5537,30.5083,27.8098,24.2298,20.3737,15.3518,10.8354,3.92167,0.602816
780,21.6063,25.0116,28.4117,25.3107,27.8975,27.43,22.7385,19.405,14.1086,9.7355,3.15617,0.523653
790,21.3208,23.588,26.6391,24.593,23.3811,23.1864,20.7892,17.4071,12.7998,9.02222,3.36784,0.650355
800,18.7135,24.7208,26.1175,22.9158,22.3149,23.4229,18.5113,16.0422,10.6408,7.98515,3.27283,0.44118
